Introduction to Computers,,,,,,
,,,,"Walls and dimensions, male and female bony pelvis",,
,,,,"Pelvic diaphragm: attachments, relations, nerves, and vessels",,
,,,,"Perineum: urogenital triangle, external genitalia, anal canal, and ischiorectal fossae",,
,,,,"Urinary bladder: surfaces, relations, blood, nerve, and lymphatic supply",,
,,,,"Rectum: relations, blood, nerve, and lymphatics supply",,
,,,,"Uterus, ovaries, and vagina: features, position, relations, vessels, and nerves",,
,,,,"Prostate: lobes, capsules, relations, vessels, and nerves",,
,,,,Male and female urethra: parts and features,,
,,,,Seminal vesicles: position and features,,
,,,,Sacral plexus and pelvic vessels,,
,,Microscopic Organization of Human Body Organs,,,,
,,,"Skin and subcutaneous tissue: structure, appendages, adaptations, and functions",,,
,,,"Respiratory system: structure of the nasal cavity, larynx, trachea, bronchial tree, and alveoli",,,
,,,Circulatory system: organization of blood vessels and the heart,,,
,,,"Lymphatic system: lymph nodes, tonsils, thymus, and spleen",,,
,,,"Digestive system: mucosal cell types, hepato-biliary structures, and pancreas",,,
,,,"Urinary system: uriniferous tubules, ureters, urinary bladder, and urethra",,,
,,,"Genital system: gonads, gametes, seminiferous tubules, interstitial cells, genital ducts, uterus, uterine cervix, vagina, prostate, seminal vesicles, and bulbourethral glands",,,
,,,"Endocrine system: pituitary, pineal, thyroid, parathyroid, endocrine pancreas, and adrenal glands",,,
,,,"Nervous system: spinal cord, brain, peripheral nerves, ganglia, and receptors of general and special sensations",,,
,,,"Propulsion tissue (muscle and bone): skeletal, smooth, cardiac muscles, and bone",,,
,,Developmental Anatomy and Birth Defects,,,,
,,,"Development and anomalies of skin and appendages, cartilage and bone, muscles, limbs, and axial skeleton",,,
,,,"Neural tube formation, derivatives, and anomalies",,,
,,,"Pharyngeal arches: origin, derivatives, and anomalies",,,
,,,"Morphogenesis and defects of the face, nose, palate, maxilla, mandible, and tongue",,,
,,,Histogenesis and anomalies of endocrine glands,,,
,,,Development and anomalies of the ear and eye,,,
,,,Stages of development and anomalies of lung diverticulum,,,
,,,Blood islands and early development of blood vessels and lymphatics,,,
,,,"Heart tube formation, sacculation, partitioning, and fate",,,
,,,Fetal circulation and its postnatal changes,,,
,,,Congenital abnormalities of the heart and blood vessels,,,
,,,Fate of the coelomic cavity and development of the diaphragm,,,
,,,"Foregut: derivatives, rotation, and anomalies of the stomach",,,
,,,"Midgut: loop herniation, rotation, development, and anomalies of intestines",,,
,,,"Development and anomalies of liver, biliary passages, and pancreas",,,
,,,Development and anomalies of the urinary system,,,
,,,"Development and anomalies of gonads, uterus, vagina, oviducts, male and female external genitalia",,,
,,,Development and anomalies of the endocrine system,,,
Biochemistry,,,,,,
,Basic Chemistry,,,,,
,,Physical Chemistry,,,,
,,,"Water, solutions, and colloids",,,
,,,Ion producing substances,,,
,,,"Water, acids, bases, and salts",,,
,,,"Acidity: detection, control, and measurement",,,
,,,Kinetic theory and chemical reactions,,,
,,,The periodic table and electrovalent bond formation,,,
,,,Concept of oxidation and reduction processes,,,
,,Organic Chemistry,,,,
,,,IUPAC nomenclature,,,
,,,Classification of organic compounds,,,
,,,Organic structure representation,,,
,,,,Structural diagrams,,
,,,,Condensed formulas,,
,,,,Bond line notation,,
,,,,Newman projection,,
,,,,Fischer projections,,
,,,,Haworth projection,,
,,,,Stereo projection,,
,,,"Electrophiles, nucleophiles, and their reactions",,,
,,,"Nomenclature, structures, physical and chemical properties, and reactions",,,
,,,,"Alkanes, alkyl halides, alkanes, alkynes",,
,,,,"Alcohols, aldehydes, ketones, ethers, esters",,
,,,Covalent bond formation and molecular orbitals,,,
,,,"Hydrogen, dative, hydrophilic, and hydrophobic bonds",,,
,,,Carboxylic acids and amines,,,
,,,Aldol condensation and Claisen reaction,,,
,,Biomolecules,,,,
,,,"Classification, function, and structural formulas",,,
,,,,"Amino acids, lipids, nucleic acids, carbohydrates",,
,,,"Peptide bond formation, protein structure, and methods of separation",,,
,,Enzymes,,,,
,,,Classification,,,
,,,Catalysis,,,
,,,Inhibition,,,
,,,Kinetics and units of measuring activity,,,
,,,Covalent modification,,,
,,,Role of cofactors and zymogen activation,,,
,,Clinical Enzymology,,,,
,,Vitamins,,,,
,,,"Classification, structural formulas, mechanisms of action, and assay methods",,,
,,,Hyper- and hypo-vitaminoses,,,
,,Neurotransmitters,,,,
,,,"Classification, synthesis, storage, transport, and metabolism",,,
,,,Types of neurotransmitters and other neurochemicals,,,
,,Hormones,,,,
,,,"Synthesis, storage, release, transport, mode of action, and degeneration",,,
,,,"Peptide, steroid, amino acid-derived hormones, and prostaglandins",,,
,,Intermediary Metabolism,,,,
,,,Standard free energy change of a chemical reaction,,,
,,,Exogenic and endogenic reactions,,,
,,,"ATP, NADPH, and other high-energy compounds",,,
,,,Carbohydrate metabolism,,,
,,,,Glycolysis,,
,,,,Tricarboxylic acid cycle,,
,,,,Anaplerotic reactions and glyoxylate cycle,,
,,,,Electron transport chain,,
,,,,Oxidative phosphorylation,,
,,,,Mitochondria shuttle system,,
,,,,Gluconeogenesis,,
,,,,Phosphogluconate pathway,,
,,,Glycogen synthesis and glycogenolysis,,,
,,,Lipid metabolism,,,
,,,,Fatty acid biosynthesis,,
,,,,Beta oxidation,,
,,,,Ketone bodies synthesis and utilization,,
,,,,Cholesterol and triacylglycerol synthesis and mobilization,,
,,,,Lipid digestion,,
,,,Fate of amino acid carbon skeletons and urea synthesis,,,
,,,Special derivatives of amino acids,,,
,,,Special metabolism,,,
,,,Purine and pyrimidine metabolism,,,
,,,Haem metabolism,,,
,,Disorders of Metabolism,,,,
,,Tissue Metabolism,,,,
,,,"Differential metabolism in Liver, Muscle, Adipose, Brain, and Erythrocytes",,,
,,Integration of Metabolism,,,,
,,Steroid Metabolism,,,,
,"Cell Biology, Molecular Biology, and Genetics",,,,,
,,Cell Biology,,,,
,,,"Cell membranes, organelles, functions, and disorders",,,
,,,"Cell cycle, its regulation, and disorders",,,
,,Molecular Biology,,,,
,,,"DNA and RNA structure, replication, and consensus sequences",,,
,,,DNA recombination and repair,,,
,,,Mutagens and their effect on DNA and suppressor mutations,,,
,,,Polymerase chain reaction and its application,,,
,,,Transcription and translation,,,
,,,Post-translation modification of proteins,,,
,,,Protein targeting in the cell,,,
,,,Control of gene expression,,,
,,Molecular Genetics,,,,
,,,Organization of the human genome,,,
,,,Structure of human chromosomes and karyotypes,,,
,,,Satellite DNA and DNA families,,,
,,,C value of a genome,,,
,,,Cot Yz values of DNA and its relation to repetition,,,
,,,"Gene structure, organization, and gene family",,,
,,,"Nuclear and mitochondrial chromosomes, karyotypes",,,
,,,Mendelian laws of inheritance,,,
,,,Inheritance disorders and genetic diseases,,,
,Chemical Microbiology,,,,,
,,Molecular Virology,,,,
,,,Classification and properties of viruses,,,
,,,Replication and life cycle,,,
,,,"Interferons, oncogenes, and oncogenic viruses",,,
,,,Viroids and prions,,,
,,Parasite Biochemistry,,,,
,,,Special metabolism in parasitic protozoa and helminths,,,
,,Bacterial Biochemistry,,,,
,,,Cell wall structure of gram-positive and gram-negative bacteria,,,
,,,Lipopolysaccharide molecule,,,
,,,Bacterial toxins and virulence,,,
,,Fungal Biochemistry,,,,
,,,Cell wall structure and metabolism of fungi,,,
,,Bioterrorism,,,,
,Biochemical Techniques,,,,,
,,Introduction to basic bioinformatics and biotechnology,,,,
,,"Carbohydrates, protein, and lipid isolation and identification",,,,
,,Biotechnology,,,,
,,,Cloning of important proteins,,,
Medical Physiology,,,,,,
,Physiological Concepts and Processes,,,,,
,,Introduction to Physiological Concepts,,,,
,,,Descriptive terms and units,,,
,,,Properties of physiological solutions,,,
,,,Concept of homeostasis and normal physiology,,,
,,Cell Structure and Function,,,,
,,,Cell physiology and human genetics,,,
,,,Body fluids and compartments,,,
,,,,Intravascular and extravascular compartments,,
,,,,"Interstitial fluid composition, function, and disorders",,
,,,Functional organization of the body,,,
,,,,"Variability, homeodynamism, and homeostasis",,
,,,Human genetics,,,
,,,,Nucleic acids,,
,,,,"Chromosomes, genes, and gene expression",,
,,,,Genetic basis of inheritance,,
,,,,Genetic code,,
,,,,Alleles and genetic polymorphism,,
,,,,Sex-linked genes,,
,,Physiological Processes,,,,
,,,Cellular communications,,,
,,,,Membrane receptor physiology and ligand signaling,,
,,,,"Electrical, endocrine, exocrine, autocrine, and paracrine communications",,
,,,,Second messengers and amplification cascades,,
,,,Exchange of materials across cell membranes,,,
,,Body Tissues,,,,
,,,Nervous Tissue,,,
,,,,"Neuronal types, structure, and function",,
,,,,Membrane potentials,,
,,,,,"Bernstein’s theory, Donan-Gibbs equilibrium, Nernst equation, and Goldman constant field equation",
,,,,Action potential: generation and propagation,,
,,,,,Subthreshold potentials,
,,,,Peripheral nerve classification and properties,,
,,,,,"Axoplasmic transport, nerve injury, degeneration, and regeneration",
,,,,,Nerve growth factors,
,,,,The synapse,,
,,,,,"Types, functional organization",
,,,,,"Neurotransmission, neurotransmitters, and neurotransmitter receptors",
,,,Muscular Tissue,,,
,,,,"Muscle types, organization, and functions",,
,,,,Theories of muscle contraction,,
,,,,Disorders of muscle structure and function,,
,,,,Normal and abnormal electromyogram,,
,,,Bone and Connective Tissues,,,
,,,,Physiology of connective tissue,,
,,,,,"Cells, fibers, and ground substance",
,,,,Physiology of cartilage and bone,,
,,,,,"Functional organization, functions, metabolism, and disorders",
,,,,Composition and functions of synovial membranes and fluids,,
,,,Blood and Blood Components,,,
,,,,Blood composition and functions,,
,,,,,"Plasma, serum, formed elements, and the immune system",
,,,,Physiology of blood groups and blood group serology,,
,,,,Blood coagulation and hemostasis,,
,,,Immune System,,,
,,,,"Physiology of lymphoid organs, mucosa, and vascular associated lymphoid tissues",,
,,,,Mononuclear phagocytic cell functions,,
,,,,Cellular interactions in body defense,,
,,,,Pathophysiology of HIV/AIDS and other immune disorders,,
,,,,"Interaction between nervous, endocrine, and immune systems",,
,,,Epithelial Tissue,,,
,,,,"Functional organization, functions, and disorders of lining epithelia",,
,,,,Mucous and serous membranes,,
,,,,General physiology of exocrine and endocrine glands,,
,,Systemic Physiology,,,,
,,,Cardiovascular System,,,
,,,,Functional organization of the heart and blood vessels,,
,,,,Physics of flow in tubes and hemodynamics,,
,,,,Electrical activity of the heart and the electrocardiogram,,
,,,,"Blood volume, cardiac output, and blood pressure",,
,,,,Integrated control mechanisms,,
,,,,Response to exercise and training,,
,,,,Hemorrhage and shock,,
,,,,Fetal and neonatal circulation,,
,,,,Circulation through special regions,,
,,,Respiratory System,,,
,,,,Functional organization,,
,,,,Gas laws and physical properties of gases,,
,,,,"Breathing, ventilation, lung volumes, and capacities",,
,,,,Lung morphometry and alveolar function,,
,,,,Air-blood barrier and pulmonary circulation,,
,,,,Ventilation-perfusion ratios,,
,,,,Integrated control mechanisms and acid-base balance,,
,,,,Non-respiratory functions of the lungs,,
,,,Gastrointestinal System,,,
,,,,Functional organization and design,,
,,,,Humoral and neuromyogenic control of regional gut functions,,
,,,,Gut motility and secretion,,
,,,,Gastrointestinal intrinsic and extrinsic glands,,
,,,,Basic nutrition and regional metabolism,,
,,,,Appetite and satiety: regulation of food and water intake,,
,,,,"Digestion, absorption, and assimilation",,
,,,,Liver and the biliary system,,
,,,Renal System,,,
,,,,Functional organization of the urinary system,,
,,,,,"Kidney, cortex, medulla, and nephron functions",
,,,,"Osmoregulation, acid-base, and electrolyte balance in the kidney",,
,,,,Glomerular filtration rate and renal clearance,,
,,,,Hormonal functions of the kidney,,
,,,,"Integrated regulation of blood osmolality, volume, and pressure",,
,,,,Autoregulatory control mechanisms,,
,,,,Functional organization of the urinary bladder and micturition reflex,,
,,,Endocrine System,,,
,,,,"Location, organization, functions, and integrated control of discrete endocrine organs",,
,,,,The hypothalamus and hypothalamo-hypophyseal axis,,
,,,,"Pituitary, pineal gland, thyroid hormones, and iodine metabolism",,
,,,,"Parathormone, calcitonin, vitamin D, and calcium metabolism",,
,,,,Adrenal medulla and catecholamines,,
,,,,Adrenal cortex and corticoids,,
,,,,Gonads and sex hormones,,
,,,,Endocrine pancreas and glucose homeostasis,,
,,,,Diffuse neuroendocrine system and paracrine functions,,
,,,Reproductive Systems and Human Development,,,
,,,,Functional organization and development of the reproductive system,,
,,,,Puberty and the climacteric,,
,,,,Gametogenesis and semen formation,,
,,,,Testicular function and regulation,,
,,,,"Epididymal function, vas deferens, and male reproductive glands",,
,,,,"Ovarian functions, reproductive cycles, ovulation, and fertilization",,
,,,,"Uterine and fallopian tubular functions, and cyclical changes",,
,,,,"Pregnancy, fetal-placental unit, fetal homeostasis, and development",,
,,,,"Parturition, fetal adaptation at birth, and lactation",,
,,,,"Neuro-hormonal control of lactation, milk composition, and functions",,
,,,,Physiological basis of cellular and organ aging,,
,,,Nervous System,,,
,,,,Somatosensory Nervous System,,
,,,,,Functional organization of sensory receptors and organs,
,,,,,"Peripheral sensory mechanisms, coding, and information handling",
,,,,,Sensory pathways and pain processing,
,,,,,"Special senses: vision, hearing, olfaction, balance, and taste",
,,,,Motor Nervous System,,
,,,,,"Components of spinal reflexes, muscle spindle, and Golgi tendon organs",
,,,,,"Central motor mechanisms at spinal cord, brain stem, cerebellum, and cerebrum",
,,,,,"Upper and lower motor neurons, vestibular function, and balance",
,,,,,Subcortical motor control,
,,,,,"Higher neural functions: language, speech, learning, memory, motivation, and behavior",
,,,,,"Cortical dominance, lateralization, and sleep/arousal regulation",
,,,,,"Cerebral blood flow regulation, blood-brain barrier, CSF formation, and function",
,,,,,Blood-CSF barrier,
,,,Autonomic Nervous System,,,
,,,,"Sympathetic, parasympathetic, and enteric nervous systems",,
,,,,Hierarchical organization and regulation of autonomic reflexes,,
,,,,"Hypothalamic nuclei and connections, integration of vital centers and vegetative functions",,
,,,,Body temperature regulation and skin function,,
,,,Integument System,,,
,,,,"Physiology of skin and its appendages (nails, hair, breast)",,
,,,,"Skin in body immunity, metabolism, and homeostasis",,
,,,Musculoskeletal System,,,
,,,,Physiology of bone and muscle as a system (functional organization),,
,,,,Musculoskeletal disorders,,
Behavioural sciences,,,,,,
,Basic Principles,,,,,
,,Developmental Psychology,,,,
,,,Theories of motivation and learning,,,
,,,Proper socialization process,,,
,,,Emotional development and support,,,
,,Concepts in Sociology,,,,
,,,Emerging relationship between medicine and sociology,,,
,,,Social behaviors and disease occurrence,,,
,,,Health-seeking behaviors,,,
,,,The sick role,,,
,,Basic Principles of Anthropology,,,,
,,,"Concept of culture, health, and disease",,,
,,,Cultural concepts of illness,,,
,,,Ethnomedicine,,,
,Life Cycle and the Development of the Person,,,,,
,,Pregnancy and childbirth,,,,
,,Reproductive issues,,,,
,,Development in early infancy,,,,
,,Childhood and child health,,,,
,,Adolescence,,,,
,,Adulthood and mid-age,,,,
,,Aging,,,,
,,Bereavement,,,,
,Personality Development,,,,,
,,Understanding learning,,,,
,,Perception,,,,
,,Memory and forgetting,,,,
,,Development of sexuality,,,,
,,Intelligence,,,,
,,Development of thinking,,,,
,Factors Influencing Patient Behavior,,,,,
,,Personality,,,,
,,Psychodynamic and behavioral factors,,,,
,,,Related past experience,,,
,,Family and cultural factors,,,,
,,,Including socio-economic status,,,
,,Adaptive behavioral responses to stress and illness,,,,
,,Maladaptive behavioral responses to stress and illness,,,,
,,Interactions between the patient and the physician or the healthcare system,,,,
,Society and Health,,,,,
,,Understanding groups,,,,
,,"Concepts of health, illness, and disease",,,,
,,Measuring health and illness,,,,
,,Changing patterns of health and illness,,,,
,,Social determinants of health,,,,
,,,Social class and health,,,
,,,Gender and health,,,
,,,Ethnicity and health,,,
,,Quality of life,,,,
,,Media and health,,,,
,,"Ageing, society, and health",,,,
,,"Housing, homelessness, and health",,,,
,,Work and health,,,,
,,Education and health,,,,
,,Unemployment and health,,,,
,,Labelling and stigma,,,,
,Introduction to Illness and Disability (Taught in Clinical Years),,,,,
,,"Impact of illness on individual, family, and community",,,,
,,Death and dying,,,,
,,Coping with illness and disability,,,,
,,,Counselling,,,
,,,"Adaptation, coping, and control",,,
,,,Stress management,,,
,,,Cognitive behavior therapy,,,
,,,Role of career,,,
,,,Self-help groups,,,
,,,Palliative care,,,
,,,Complementary therapies,,,
,,,Management of pain,,,
,,,Health beliefs and behavior,,,
,,,Bereavement,,,
Nutrition and Dietetics,,,,,,
,Introduction,,,,,
,,Basic Principles of Nutrition and Dietetics,,,,
,,Nutrients:,,,,
,,,"Types, sources, and role in the body",,,
,,Micronutrients and Trace Elements,,,,
,,Sociocultural Factors in Nutrition,,,,
,,"Generation, Expenditure, and Storage of Nutrients at the Whole Body Level",,,,
,,Digestion and Absorption of Nutrients,,,,
,Functions of Essential Nutrients,,,,,
,,Caloric and Nitrogen Balance,,,,
,Nutrition in the Life Cycle,,,,,
,,Maternal Nutrition,,,,
,,,Pregnancy and Lactation,,,
,,Infant and Childhood Nutrition,,,,
,,Adolescents Nutrition,,,,
,,Nutrition of Older People,,,,
,Malnutrition,,,,,
,,Overview of Causes,,,,
,,,Protein-Energy Malnutrition (PEM),,,
,,,Nutritional Anaemia,,,
,,,Vitamin Deficiency Disorders and Toxicities,,,
,,,Mineral Deficiencies and Toxicities,,,
,,,Iodine Deficiency Disorders,,,
,,Overnutrition (Obesity),,,,
,,Underlying Causes of Malnutrition,,,,
,,,Food Security,,,
,,,Care and Public Health Factors,,,
,,Synergism Between Malnutrition and Infections,,,,
,,,Effects on Mental and Physical Growth and Development of Children,,,
,Nutrition Diagnosis,,,,,
,,Causes of Malnutrition,,,,
,,Assessment of Nutritional Status,,,,
,,,Protocols in Nutrition Assessment,,,
,,,Methods for Assessment of Nutritional Status,,,
,,,Nutritional Status Indicators and Classification Systems,,,
,,Nutrition Status Data Management and Analysis,,,,
,,Community Feedback,,,,
,Community Nutrition Interventions,,,,,
,,Types and Distribution of Nutrition Interventions,,,,
,,Public Health Aspects of Over-nutrition (Obesity),,,,
,Nutritional Management and Care of Patients,,,,,
,,Priority Nutrition Interventions within the Health Sector,,,,
,,Nutritional Policies within the Health Sector,,,,
,,,Including HIV/AIDS and Infant Feeding,,,
,,Nutritional Supplements: Role in Healthcare,,,,
,,Nutrition and HIV/AIDS,,,,
,,,Relation Between Nutrition and HIV/AIDS,,,
,,,Nutritional Management of Common Symptoms,,,
,,Nutritional Management in Disease States,,,,
Microbiology,,,,,,
,Bacteria and Bacterial Diseases,,,,,
,,"Structure, Composition, Metabolism, Physiology, and Regulation of Bacteria",,,,
,,Principles of Bacterial Genetics,,,,
,,Pathophysiology of Infection and Virulence,,,,
,,Antibiotics and Chemotherapy of Bacterial Infections,,,,
,,Principles and Methods of Sterilization and Disinfection,,,,
,Pathogenic Bacteria,,,,,
,,Gram Positive,,,,
,,,Staphylococcus aureus,,,
,,,Streptococcus pneumoniae,,,
,,,Streptococcus pyogenes,,,
,,,Enterococcus faecalis,,,
,,,Bacillus anthracis,,,
,,,Clostridium tetani,,,
,,,Clostridium botulinum,,,
,,,Listeria monocytogenes,,,
,,,Corynebacterium diphtheriae,,,
,,,Nocardia species,,,
,,Gram Negative,,,,
,,,Escherichia coli,,,
,,,Neisseria gonorrhoeae,,,
,,,Neisseria meningitidis,,,
,,,Pseudomonas aeruginosa,,,
,,,Salmonella enterica,,,
,,,Shigella species,,,
,,,Klebsiella pneumoniae,,,
,,,Haemophilus influenzae,,,
,,,Proteus mirabilis,,,
,,,Vibrio cholerae,,,
,,,Campylobacter jejuni,,,
,,,Helicobacter pylori,,,
,,Acid-Fast Bacilli,,,,
,,,Mycobacterium tuberculosis,,,
,,,Mycobacterium leprae,,,
,,,Mycobacterium avium complex,,,
,,Enterobacteriaceae,,,,
,,,Escherichia coli,,,
,,,Klebsiella species,,,
,,,Salmonella species,,,
,,,Shigella species,,,
,,,Enterobacter species,,,
,,,Proteus species,,,
,,Anaerobes,,,,
,,,Bacteroides fragilis,,,
,,,Clostridium perfringens,,,
,,,Clostridium difficile,,,
,,,Fusobacterium species,,,
,,,Prevotella species,,,
,,Other Bacteria,,,,
,,,Legionella pneumophila,,,
,,,Bordetella pertussis,,,
,,,Brucella species,,,
,,,Francisella tularensis,,,
,,Spirochaetes,,,,
,,,Treponema pallidum (syphilis),,,
,,,Borrelia burgdorferi (Lyme disease),,,
,,,Leptospira species,,,
,,Rickettsiae,,,,
,,,Rickettsia rickettsii (Rocky Mountain spotted fever),,,
,,,Rickettsia prowazekii (epidemic typhus),,,
,,,Coxiella burnetii (Q fever),,,
,,Chlamydia,,,,
,,,Chlamydia trachomatis,,,
,,,Chlamydia pneumoniae,,,
,,Mycoplasma,,,,
,,,Mycoplasma pneumoniae,,,
,,,Mycoplasma genitalium,,,
,,Actinomycetes,,,,
,,,Actinomyces israelii,,,
,,,Nocardia asteroides,,,
,Public Health Bacteriology,,,,,
,,Epidemiology and Ecology,,,,
,,"Bacteriology of Food, Water, and Sewage",,,,
,,Food Poisoning,,,,
,,,Salmonella species,,,
,,,Escherichia coli (E. coli O157:H7),,,
,,,Clostridium perfringens,,,
,,,Staphylococcus aureus,,,
,Clinical Microbiology,,,,,
,,Systemic Infections,,,,
,,,Upper and Lower Respiratory Tract Infections,,,
,,,,Streptococcus pneumoniae,,
,,,,Haemophilus influenzae,,
,,,,Mycoplasma pneumoniae,,
,,,,Legionella pneumophila,,
,,,Central Nervous System Infections,,,
,,,,Neisseria meningitidis,,
,,,,Streptococcus pneumoniae,,
,,,,Listeria monocytogenes,,
,,,Septicemia and Endocarditis,,,
,,,,Staphylococcus aureus,,
,,,,Streptococcus viridans,,
,,,Gastrointestinal Infections,,,
